transaction_date,buyer_first_name,buyer_last_name,buyer_location,buyer_date_of_birth,payment_method,quantity_purchased,product_code,sales_representative,gender
45351,Daniel,Harrington,New York,23786,Debit Card,81,Pro05,Elizabeth Guerrero,Male
45493,Breanna,Potter,San Diego,38395,Credit Card,13,Pro03,Tracy Lee,Male
45362,Julie,Holmes,San Antonio,29672,Cash,117,Pro03,Sara Robertson,Male
45298,Brian,Glenn,Philadelphia,37834,Mobile Payment,458,Pro05,Katie Stanton,Male
45444,David,Church,Philadelphia,20540,Credit Card,222,Pro03,Susan Dean,Male
45459,Thomas,Cunningham,Philadelphia,31867,Debit Card,373,Pro01,Katie Stanton,Male
45488,Rebekah,Ford,Houston,33125,Cash,69,Pro05,Susan Dean,Male
45366,Jeremy,Richardson,San Diego,17200,Cash,218,Pro07,Susan Dean,Male
45304,Amy,Watts,Philadelphia,19950,Mobile Payment,336,Pro07,Sara Robertson,Male
45439,William,Foster,New York,34842,Mobile Payment,73,Pro07,Katie Stanton,Male
45341,Malik,Chan,Phoenix,26289,Credit Card,297,Pro09,Susan Dean,Male
45478,Vanessa,Dean,San Diego,18522,Cash,477,Pro01,Katie Stanton,Male
45399,Brianna,Collins,Chicago,34453,Mobile Payment,491,Pro02,Susan Dean,Male
45320,Jessica,Gonzalez,Houston,23807,Mobile Payment,18,Pro07,April Watkins,Male
45389,Kimberly,Walker,Houston,38203,Mobile Payment,27,Pro05,April Watkins,Male
45403,Stephanie,Kelley,Dallas,32754,Mobile Payment,284,Pro02,Elizabeth Guerrero,Male
45459,Brian,Jones,Phoenix,30294,Mobile Payment,394,Pro10,Tracy Lee,Male
45293,Antonio,Miller,Phoenix,35144,Cash,212,Pro04,Sara Robertson,Male
45307,Amanda,Hill,Philadelphia,35593,Mobile Payment,200,Pro10,Katie Stanton,Male
45421,William,Mckenzie,San Diego,20938,Cash,15,Pro08,Susan Dean,Male
45429,Claudia,White,San Antonio,22128,Mobile Payment,197,Pro03,Katie Stanton,Male
45355,Maria,Mcdonald,Phoenix,17663,Debit Card,492,Pro06,Susan Dean,Female
45394,Kimberly,Perry,San Diego,25621,Credit Card,316,Pro05,Susan Dean,Male
45421,Phillip,Lucas,Dallas,34651,Credit Card,400,Pro06,Sara Robertson,Male
45347,Robin,Hayes,New York,25525,Cash,387,Pro06,Katie Stanton,Male
45502,Dustin,Patton,San Diego,19045,Credit Card,186,Pro10,Susan Dean,Male
45436,Megan,Clark,Philadelphia,22338,Cash,459,Pro10,Katie Stanton,Male
45496,Kathleen,Stafford,Phoenix,28240,Mobile Payment,268,Pro01,Susan Dean,Male
45383,Jeffery,Myers,Houston,26059,Cash,30,Pro03,April Watkins,Male
45458,Kelli,Thomas,Houston,34815,Cash,357,Pro01,April Watkins,Male
45396,Ashley,Alvarado,Dallas,27337,Debit Card,400,Pro02,Elizabeth Guerrero,Male
45335,Edward,Brown,San Diego,26589,Credit Card,320,Pro10,Tracy Lee,Male
45472,Allison,Shepherd,New York,32874,Debit Card,165,Pro09,Sara Robertson,Male
45307,Kayla,Rollins,Phoenix,35189,Mobile Payment,346,Pro08,Katie Stanton,Male
45494,Brenda,Simmons,Los Angeles,26250,Debit Card,457,Pro08,Susan Dean,Female
45304,Lauren,Wright,Philadelphia,26043,Mobile Payment,377,Pro04,Katie Stanton,Male
45335,Christopher,Scott,San Antonio,34701,Mobile Payment,339,Pro10,Susan Dean,Male
45407,Sheila,Sampson,Phoenix,24310,Debit Card,99,Pro04,Susan Dean,Male
45437,Lisa,Kramer,Philadelphia,34418,Cash,102,Pro09,Sara Robertson,Male
45447,Pamela,Alvarez,Philadelphia,31342,Cash,459,Pro10,Katie Stanton,Male
45339,Samantha,Hernandez,New York,35271,Credit Card,377,Pro09,Susan Dean,Male
45301,Terri,Davis,Houston,32985,Mobile Payment,437,Pro04,Katie Stanton,Male
45299,Nicole,Cole,San Diego,30956,Debit Card,23,Pro08,Susan Dean,Male
45412,Samantha,Flynn,San Antonio,32156,Cash,247,Pro10,April Watkins,Male
45316,Cindy,Hansen,Chicago,18353,Cash,195,Pro10,April Watkins,Male
45466,Jeremy,Robertson,Houston,33498,Cash,287,Pro05,Elizabeth Guerrero,Male
45329,Joseph,Glover,New York,30389,Mobile Payment,227,Pro10,Tracy Lee,Male
45414,Brianna,Moore,New York,34745,Mobile Payment,339,Pro07,Sara Robertson,Male
45341,Edward,Mccormick,New York,38054,Mobile Payment,67,Pro07,Katie Stanton,Male
45457,Melissa,Bush,New York,21781,Mobile Payment,442,Pro02,Susan Dean,Male
45311,Megan,Reeves,Phoenix,27175,Cash,368,Pro03,Katie Stanton,Male
45485,Michael,Schneider,San Antonio,17965,Debit Card,482,Pro03,Susan Dean,Male
45379,Leslie,Singleton,San Diego,24221,Credit Card,412,Pro07,Susan Dean,Male
45445,Gary,Dillon,San Jose,30560,Cash,73,Pro10,Sara Robertson,Male
45334,Susan,Thompson,Dallas,19706,Mobile Payment,181,Pro09,Katie Stanton,Female
45346,William,Frederick,Los Angeles,26656,Credit Card,150,Pro01,Susan Dean,Male
45355,Cynthia,Baker,Chicago,29648,Debit Card,246,Pro06,Katie Stanton,Male
45504,James,Garcia,New York,16027,Debit Card,343,Pro09,Susan Dean,Male
45481,Joshua,Stone,Phoenix,25379,Cash,445,Pro04,April Watkins,Male
45424,Stephanie,Henderson,Philadelphia,27436,Credit Card,212,Pro01,April Watkins,Male
45486,Andrew,Henderson,Philadelphia,26114,Credit Card,107,Pro02,Elizabeth Guerrero,Male
45433,Oscar,Morgan,New York,34958,Mobile Payment,285,Pro02,Tracy Lee,Male
45306,Thomas,Adkins,Los Angeles,22734,Mobile Payment,238,Pro09,Sara Robertson,Male
45313,Allison,Parker,Houston,30661,Credit Card,286,Pro07,Katie Stanton,Male
45500,Lisa,May,San Jose,17786,Cash,297,Pro02,Susan Dean,Male
45497,John,Mata,New York,29348,Credit Card,345,Pro03,Katie Stanton,Male
45504,Robert,Scott,San Antonio,36415,Cash,164,Pro02,Susan Dean,Male
45438,Patricia,Sanchez,Dallas,27171,Mobile Payment,349,Pro02,Susan Dean,Male
45372,James,Mcmillan,Philadelphia,38278,Mobile Payment,209,Pro02,Sara Robertson,Male
45449,Carmen,Navarro,Dallas,23557,Debit Card,64,Pro06,Katie Stanton,Male
45389,Courtney,Johnston,San Antonio,37961,Debit Card,412,Pro08,Susan Dean,Male
45501,Alexa,Harris,Houston,20420,Debit Card,405,Pro02,Katie Stanton,Male
45299,Jacqueline,Rowland,San Jose,27967,Credit Card,359,Pro01,Susan Dean,Male
45315,Ashley,Cook,Chicago,16133,Mobile Payment,303,Pro06,April Watkins,Male
45394,Sean,Harris,Houston,37751,Debit Card,275,Pro03,April Watkins,Male
45495,Tina,Zuniga,Los Angeles,34372,Debit Card,197,Pro03,Elizabeth Guerrero,Male
45305,Michael,Jenkins,Chicago,26794,Debit Card,40,Pro03,Tracy Lee,Male
45294,Gregory,King,San Antonio,18238,Mobile Payment,347,Pro05,Sara Robertson,Male
45316,Corey,Smith,Philadelphia,32320,Mobile Payment,191,Pro08,Katie Stanton,Male
45363,Amy,Roberts,Phoenix,20686,Cash,115,Pro07,Susan Dean,Male
45384,Manuel,Gibson,Chicago,30195,Cash,18,Pro08,Katie Stanton,Male
45402,Arthur,Hicks,Chicago,21485,Mobile Payment,234,Pro04,Susan Dean,Male
45416,Aaron,Fernandez,San Jose,25886,Debit Card,434,Pro09,Susan Dean,Male
45478,Ethan,Saunders,New York,35085,Cash,161,Pro02,Sara Robertson,Male
45493,Jeremy,Salas,Dallas,23208,Credit Card,265,Pro02,Katie Stanton,Male
45443,Jeremy,Burns,Dallas,20962,Debit Card,396,Pro09,Susan Dean,Male
45425,Charles,Miller,New York,25921,Mobile Payment,240,Pro06,Katie Stanton,Male
45500,Andrew,Vargas,Los Angeles,17123,Mobile Payment,66,Pro06,Susan Dean,Male
45478,Kathryn,Kelley,Phoenix,21187,Debit Card,312,Pro08,April Watkins,Male
45444,Aaron,Hanna,Philadelphia,38896,Mobile Payment,37,Pro03,April Watkins,Male
45360,Julie,Drake,Los Angeles,24468,Credit Card,181,Pro06,Elizabeth Guerrero,Male
45397,Adriana,Moore,Dallas,38029,Mobile Payment,495,Pro04,Tracy Lee,Male
45402,Corey,Roach,Dallas,35400,Credit Card,476,Pro02,Sara Robertson,Male
45409,Alicia,Scott,New York,33249,Debit Card,308,Pro06,Katie Stanton,Male
45430,Christopher,Smith,Houston,24301,Mobile Payment,172,Pro07,Susan Dean,Male
45338,Joshua,Gardner,Chicago,32667,Debit Card,146,Pro04,Katie Stanton,Male
45341,Terri,Baker,San Jose,17373,Mobile Payment,79,Pro02,Susan Dean,Male
45299,Kathy,Harris,Phoenix,38666,Credit Card,36,Pro05,Susan Dean,Male
45324,Paige,Weber,Houston,36917,Mobile Payment,43,Pro02,Sara Robertson,Male
45381,Heather,Pearson,San Jose,38484,Debit Card,145,Pro03,Katie Stanton,Male
45325,George,Montes,Phoenix,27174,Debit Card,313,Pro06,Susan Dean,Male
45350,Jessica,Martinez,San Antonio,23334,Cash,242,Pro05,Katie Stanton,Male
45398,William,Allen,New York,28062,Mobile Payment,339,Pro03,Susan Dean,Male
45331,Tony,Wagner,Philadelphia,22221,Debit Card,175,Pro01,April Watkins,Male
45336,Ashley,Moore,San Jose,28835,Credit Card,240,Pro06,April Watkins,Male
45374,James,Burke,Philadelphia,32972,Cash,143,Pro04,Elizabeth Guerrero,Male
45464,Kristen,Wells,San Diego,20692,Credit Card,50,Pro02,Tracy Lee,Male
45484,Amanda,Harvey,Los Angeles,38327,Mobile Payment,20,Pro08,Sara Robertson,Male
45359,Joseph,Scott,San Diego,29689,Debit Card,361,Pro06,Katie Stanton,Male
45454,Heidi,Rodriguez,New York,33248,Mobile Payment,299,Pro04,Susan Dean,Male
45459,Elizabeth,Gonzalez,Phoenix,20473,Cash,15,Pro06,Katie Stanton,Female
45312,Gregory,Smith,Phoenix,32496,Credit Card,245,Pro08,Susan Dean,Male
45319,Calvin,Douglas,Dallas,31441,Cash,251,Pro04,Susan Dean,Male
45374,Timothy,Mayer,Dallas,33394,Cash,90,Pro10,Sara Robertson,Male
45304,Krista,Jones,New York,22955,Credit Card,87,Pro05,Katie Stanton,Male
45328,Jesse,Moreno,San Jose,36601,Mobile Payment,355,Pro10,Susan Dean,Male
45460,Christina,Sawyer,San Antonio,20693,Cash,264,Pro08,Katie Stanton,Male
45339,Katherine,Jenkins,New York,19966,Credit Card,366,Pro05,Susan Dean,Male
45433,Sarah,Lopez,New York,21963,Credit Card,233,Pro03,April Watkins,Male
45420,William,Campbell,San Jose,25506,Credit Card,204,Pro10,April Watkins,Male
45461,Diane,Nguyen,Chicago,25872,Debit Card,494,Pro01,Elizabeth Guerrero,Male
45494,Alicia,Ramirez,San Antonio,17363,Mobile Payment,387,Pro07,Tracy Lee,Male
45377,Pamela,Lee,San Jose,36439,Debit Card,93,Pro10,Sara Robertson,Male
45478,Savannah,Zimmerman,New York,38251,Cash,83,Pro06,Katie Stanton,Male
45488,Megan,Baker,Houston,24300,Credit Card,85,Pro06,Susan Dean,Male
45329,Samantha,Marks,Chicago,18082,Debit Card,219,Pro06,Katie Stanton,Male
45374,David,Flynn,San Diego,29428,Debit Card,289,Pro05,Susan Dean,Male
45372,Michele,Fitzpatrick,Chicago,30210,Mobile Payment,205,Pro10,Susan Dean,Male
45504,Amber,Davidson,San Antonio,36698,Mobile Payment,158,Pro06,Sara Robertson,Male
45414,Brian,Marsh,Los Angeles,36461,Credit Card,193,Pro01,Katie Stanton,Male
45490,Barbara,Smith,Philadelphia,21909,Debit Card,343,Pro08,Susan Dean,Female
45395,Lonnie,Simmons,Dallas,15936,Mobile Payment,291,Pro07,Katie Stanton,Male
45438,Steven,Stephens,Chicago,16505,Mobile Payment,40,Pro07,Susan Dean,Male
45490,Samuel,Jordan,Dallas,19713,Debit Card,75,Pro03,April Watkins,Male
45475,Lawrence,Lopez,Philadelphia,35009,Cash,10,Pro06,April Watkins,Male
45429,Joseph,Davis,Dallas,17505,Credit Card,439,Pro08,Elizabeth Guerrero,Male
45307,Erin,Lozano,Chicago,25811,Mobile Payment,386,Pro01,Tracy Lee,Male
45332,Billy,Reed,San Diego,31905,Cash,471,Pro01,Sara Robertson,Male
45444,Angel,Rowland,Chicago,19058,Debit Card,463,Pro06,Katie Stanton,Male
45425,Joseph,Jensen,San Antonio,20098,Credit Card,18,Pro08,Susan Dean,Male
45485,Victoria,Morales,San Diego,29628,Cash,66,Pro02,Katie Stanton,Male
45436,John,Robinson,San Diego,20228,Cash,107,Pro04,Susan Dean,Male
45323,Anthony,Vaughan,Dallas,17370,Debit Card,469,Pro07,Susan Dean,Male
45447,Michael,Hernandez,Chicago,21735,Mobile Payment,342,Pro08,Sara Robertson,Male
45461,Terry,Huffman,Phoenix,33774,Cash,484,Pro06,Katie Stanton,Male
45480,Kayla,Obrien,New York,26775,Mobile Payment,370,Pro02,Susan Dean,Male
45412,Kristin,Jimenez,Phoenix,26073,Mobile Payment,414,Pro01,Katie Stanton,Male
45336,Valerie,Gould,San Diego,30212,Credit Card,482,Pro02,Susan Dean,Male
45295,Randall,Best,San Jose,16552,Cash,199,Pro05,April Watkins,Male
45449,Charles,Marquez,San Diego,19730,Debit Card,102,Pro01,April Watkins,Male
45403,Carl,Torres,Chicago,20394,Mobile Payment,92,Pro08,Elizabeth Guerrero,Male
45451,David,Sharp,New York,20483,Cash,214,Pro04,Tracy Lee,Male
45413,Richard,Butler,Phoenix,29394,Mobile Payment,500,Pro04,Sara Robertson,Male
45446,Mary,Hicks,San Antonio,37711,Debit Card,234,Pro01,Katie Stanton,Female
45445,Stephen,Grimes,Chicago,37120,Debit Card,257,Pro02,Susan Dean,Male
45427,Jose,Caldwell,Philadelphia,33567,Credit Card,445,Pro05,Katie Stanton,Male
45432,Robert,Brown,Phoenix,34172,Credit Card,451,Pro03,Susan Dean,Male
45341,Juan,Simpson,Dallas,37601,Debit Card,212,Pro06,Susan Dean,Male
45334,James,Reynolds,Dallas,21939,Credit Card,15,Pro05,Sara Robertson,Male
45432,Fernando,Alvarez,New York,29657,Mobile Payment,91,Pro08,Katie Stanton,Male
45397,Alex,House,San Jose,26177,Debit Card,15,Pro04,Susan Dean,Male
45309,Cheryl,Goodman,Los Angeles,27998,Credit Card,324,Pro05,Katie Stanton,Male
45352,Wanda,Collins,Houston,33100,Debit Card,500,Pro02,Susan Dean,Male
45492,Haley,Baker,Houston,18958,Debit Card,109,Pro06,April Watkins,Male
45359,Leah,Brennan,San Jose,36464,Mobile Payment,103,Pro02,April Watkins,Male
45306,Victoria,Turner,Phoenix,29267,Debit Card,269,Pro03,Elizabeth Guerrero,Male
45328,Barbara,Nelson,Houston,30599,Debit Card,273,Pro01,Tracy Lee,Female
45389,Dawn,Wilson,San Antonio,29272,Cash,335,Pro07,Sara Robertson,Male
45502,Robert,Fowler,Philadelphia,24047,Credit Card,334,Pro09,Katie Stanton,Male
45399,Angela,Davis,New York,31714,Cash,419,Pro03,Susan Dean,Male
45370,Whitney,Miller,San Antonio,26807,Mobile Payment,360,Pro01,Katie Stanton,Male
45299,Lance,Neal,Houston,35091,Debit Card,464,Pro10,Susan Dean,Male
45461,Judy,Hutchinson,Houston,38438,Cash,248,Pro07,Susan Dean,Male
45296,Frank,Lee,San Diego,17521,Credit Card,82,Pro08,Sara Robertson,Male
45396,Melissa,Nguyen,San Antonio,21509,Credit Card,52,Pro07,Katie Stanton,Male
45479,Anne,Padilla,Phoenix,15936,Cash,15,Pro08,Susan Dean,Male
45394,Taylor,Brewer,Philadelphia,37652,Mobile Payment,275,Pro10,Katie Stanton,Male
45316,Melissa,Jones,New York,20280,Mobile Payment,216,Pro07,Susan Dean,Male
45484,Oscar,Wright,Philadelphia,19598,Cash,493,Pro05,April Watkins,Male
45489,Jacqueline,Boyer,San Jose,18343,Mobile Payment,481,Pro03,April Watkins,Male
45497,Michael,Sharp,Philadelphia,38914,Mobile Payment,98,Pro03,Elizabeth Guerrero,Male
45496,Daniel,Young,San Diego,23071,Debit Card,127,Pro08,Tracy Lee,Male
45442,Cynthia,Thompson,Philadelphia,28118,Debit Card,311,Pro08,Sara Robertson,Male
45484,John,Graham,San Antonio,17952,Debit Card,181,Pro02,Katie Stanton,Male
45437,Thomas,Jordan,Dallas,27953,Mobile Payment,93,Pro05,Susan Dean,Male
45406,James,Steele,Philadelphia,28289,Credit Card,492,Pro04,Katie Stanton,Male
45367,Christian,Burnett,Dallas,25996,Credit Card,99,Pro06,Susan Dean,Male
45399,Shannon,Anderson,Chicago,33322,Cash,188,Pro09,Susan Dean,Male
45407,Thomas,Hernandez,San Jose,36306,Credit Card,255,Pro08,Sara Robertson,Male
45382,Tyrone,Garcia,San Jose,17202,Mobile Payment,135,Pro03,Katie Stanton,Male
45453,Michelle,Ingram,Houston,17082,Cash,411,Pro09,Susan Dean,Male
45425,Paul,Miller,San Antonio,25126,Credit Card,257,Pro03,Katie Stanton,Male
45469,Lisa,Gallegos,Chicago,26492,Mobile Payment,276,Pro02,Susan Dean,Male
45322,Garrett,Lopez,Dallas,16513,Debit Card,388,Pro07,April Watkins,Male
45383,Frank,Green,Chicago,32828,Mobile Payment,417,Pro02,April Watkins,Male
45346,Elizabeth,White,San Jose,28648,Mobile Payment,349,Pro03,Elizabeth Guerrero,Female
45471,Tanya,Oneal,Houston,32140,Debit Card,399,Pro01,Tracy Lee,Male
45389,Derek,Smith,Dallas,28459,Mobile Payment,300,Pro05,Sara Robertson,Male
45361,Jessica,Curry,Chicago,28620,Cash,381,Pro02,Katie Stanton,Male
45475,Rachel,Fuentes,Houston,33698,Debit Card,164,Pro01,Susan Dean,Male
45478,Diana,Neal,San Jose,30100,Mobile Payment,309,Pro03,Katie Stanton,Male
45390,Christopher,Bullock,San Diego,28632,Credit Card,153,Pro06,Susan Dean,Male
45299,Alexander,Owens,Dallas,16443,Debit Card,319,Pro07,Susan Dean,Male
45309,Terri,Baxter,New York,38016,Mobile Payment,409,Pro01,Sara Robertson,Male
45383,Tony,Ball,San Antonio,30400,Mobile Payment,288,Pro10,Katie Stanton,Male
45431,Charles,Harvey,San Jose,33394,Credit Card,166,Pro03,Susan Dean,Male
45502,Crystal,Harris,New York,24623,Credit Card,83,Pro02,Katie Stanton,Male
45477,Samantha,Smith,New York,22098,Mobile Payment,313,Pro10,Susan Dean,Male
45448,Pamela,Robbins,Phoenix,28158,Credit Card,337,Pro02,April Watkins,Male
45425,Patricia,Moore,Los Angeles,35362,Mobile Payment,79,Pro01,April Watkins,Male
45447,Rebecca,Johnson,Dallas,30367,Debit Card,284,Pro03,Elizabeth Guerrero,Male
45301,Dawn,Duke,New York,21113,Cash,263,Pro02,Tracy Lee,Male
45409,Elizabeth,Farrell,Phoenix,33840,Cash,444,Pro10,Sara Robertson,Female
45474,Jean,Farmer,New York,24721,Debit Card,61,Pro01,Katie Stanton,Male
45407,Chelsey,Johnson,San Antonio,36527,Mobile Payment,439,Pro09,Susan Dean,Male
45484,Ashley,Reid,Los Angeles,32829,Mobile Payment,453,Pro05,Katie Stanton,Male
45345,Taylor,Pearson,New York,24492,Cash,407,Pro09,Susan Dean,Male
45472,Keith,Carlson,Chicago,24653,Cash,285,Pro10,Susan Dean,Male
45296,Nicole,Thompson,Phoenix,29489,Credit Card,277,Pro04,Sara Robertson,Male
45336,Laurie,Tucker,Houston,26707,Cash,427,Pro06,Katie Stanton,Male
45323,Debra,Small,Los Angeles,19201,Mobile Payment,486,Pro06,Susan Dean,Male
45340,Debra,Delgado,Philadelphia,18337,Debit Card,132,Pro10,Katie Stanton,Male
45454,Shawn,Cervantes,San Antonio,38766,Credit Card,389,Pro10,Susan Dean,Male
45491,Michael,Hawkins,Phoenix,34003,Credit Card,371,Pro05,April Watkins,Male
45408,Christian,Neal,Phoenix,29349,Cash,146,Pro07,April Watkins,Male
45320,Jennifer,Andrade,San Jose,21232,Cash,390,Pro04,Elizabeth Guerrero,Female
45336,Michael,George,Houston,25646,Credit Card,255,Pro10,Tracy Lee,Male
45311,Sean,Roberts,Philadelphia,26958,Cash,421,Pro10,Sara Robertson,Male
45377,Melissa,Boyd,Philadelphia,16254,Mobile Payment,476,Pro01,Katie Stanton,Male
45305,Rebekah,Garrett,San Antonio,37893,Credit Card,246,Pro07,Susan Dean,Male
45316,Collin,Taylor,Chicago,25943,Mobile Payment,302,Pro10,Katie Stanton,Male
45446,Louis,Harper,Dallas,23714,Mobile Payment,124,Pro09,Susan Dean,Male
45376,Crystal,Weaver,Dallas,27949,Debit Card,217,Pro02,Susan Dean,Male
45454,Dustin,Hawkins,Los Angeles,35995,Cash,150,Pro09,Sara Robertson,Male
45333,Willie,Christensen,San Jose,20942,Mobile Payment,167,Pro10,Katie Stanton,Male
45353,Joshua,Chang,San Antonio,25705,Cash,349,Pro10,Susan Dean,Male
45394,Jacqueline,Watts,New York,23602,Credit Card,371,Pro06,Katie Stanton,Male
45394,Diana,Ford,San Jose,35507,Mobile Payment,407,Pro07,Susan Dean,Male
45395,Andrew,Washington,Philadelphia,16740,Debit Card,277,Pro04,April Watkins,Male
45374,Jeffrey,Smith,Dallas,23793,Cash,395,Pro04,April Watkins,Male
45302,Eric,Velasquez,Chicago,30506,Cash,146,Pro03,Elizabeth Guerrero,Male
45445,Molly,Stewart,New York,16637,Mobile Payment,247,Pro02,Tracy Lee,Male
45460,Patrick,Fowler,Houston,31250,Debit Card,108,Pro10,Sara Robertson,Male
45384,Jennifer,Nguyen,San Jose,21526,Mobile Payment,305,Pro05,Katie Stanton,Female
45489,Thomas,King,Los Angeles,34123,Cash,145,Pro01,Susan Dean,Male
45400,Alyssa,Wells,Phoenix,16967,Debit Card,16,Pro01,Katie Stanton,Male
45460,Leah,Green,San Antonio,36925,Credit Card,60,Pro07,Susan Dean,Male
45487,Joshua,Howell,Philadelphia,30078,Mobile Payment,207,Pro10,Susan Dean,Male
45479,Brittany,Allen,Chicago,35963,Cash,282,Pro04,Sara Robertson,Male
45326,Stephen,Mitchell,Chicago,32653,Cash,297,Pro04,Katie Stanton,Male
45336,Brandon,Fowler,Houston,27617,Debit Card,120,Pro09,Susan Dean,Male
45499,Scott,Garcia,New York,36438,Debit Card,414,Pro04,Katie Stanton,Male
45316,Sean,Nash,Los Angeles,16695,Debit Card,49,Pro04,Susan Dean,Male
45382,Caroline,Coleman,San Diego,20479,Debit Card,62,Pro05,April Watkins,Male
45472,Jeffrey,Miller,Los Angeles,18189,Debit Card,80,Pro06,April Watkins,Male
45468,Deanna,Conrad,San Diego,24659,Debit Card,427,Pro07,Elizabeth Guerrero,Male
45447,George,Mcgrath,Houston,25146,Mobile Payment,368,Pro08,Tracy Lee,Male
45425,Lisa,Hernandez,San Jose,33789,Credit Card,414,Pro02,Sara Robertson,Male
45464,Isaac,Gallagher,Houston,19694,Debit Card,53,Pro06,Katie Stanton,Male
45448,Sherry,Foster,Houston,31340,Debit Card,141,Pro02,Susan Dean,Male
45306,Antonio,Rogers,Los Angeles,24769,Mobile Payment,377,Pro06,Katie Stanton,Male
45373,Amanda,Kim,New York,21343,Debit Card,388,Pro02,Susan Dean,Male
45457,Kyle,Baker,Chicago,38657,Cash,185,Pro05,Susan Dean,Male
45431,Lindsey,Brown,Houston,20540,Credit Card,161,Pro01,Sara Robertson,Male
45458,Nicholas,Baker,Los Angeles,20370,Mobile Payment,307,Pro03,Katie Stanton,Male
45409,Christopher,Holmes,Houston,19618,Mobile Payment,369,Pro01,Susan Dean,Male
45360,Joshua,Bender,New York,33671,Debit Card,444,Pro06,Katie Stanton,Male
45461,Christopher,Barnes,Chicago,34009,Mobile Payment,357,Pro01,Susan Dean,Male
45301,Heidi,Brock,San Antonio,22585,Debit Card,135,Pro04,April Watkins,Male
45463,Brian,Walton,San Jose,29489,Mobile Payment,60,Pro04,April Watkins,Male
45398,Melissa,Daugherty,Los Angeles,22465,Cash,83,Pro07,Elizabeth Guerrero,Male
45360,Jeffery,Dominguez,Chicago,30710,Cash,143,Pro04,Tracy Lee,Male
45424,Michelle,Erickson,Los Angeles,29326,Debit Card,33,Pro06,Sara Robertson,Male
45414,Thomas,Morris,San Diego,35450,Mobile Payment,47,Pro07,Katie Stanton,Male
45488,Ethan,Clayton,San Jose,18611,Mobile Payment,107,Pro06,Susan Dean,Male
45459,Samuel,Grant,San Jose,22078,Debit Card,361,Pro03,Katie Stanton,Male
45320,Madison,Wright,Chicago,36359,Debit Card,447,Pro01,Susan Dean,Male
45363,Amy,Bolton,San Antonio,29444,Credit Card,331,Pro03,Susan Dean,Male
45445,Ronald,Hodges,Los Angeles,16630,Debit Card,189,Pro06,Sara Robertson,Male
